id,target
0,13306857.135840014
1,6261725.990092534
2,6028304.231106115
3,1042217.5655137135
4,2219187.287635214
5,5844930.035491613
6,2066421.6667553987
7,6199111.388477852
8,17955897.91063179
9,3412672.095588846
10,28182708.030318923
11,9260959.497939909
12,3429256.3800452077
13,3522314.779701129
14,2221150.170957191
15,2393429.019623723
16,2777262.064228001
17,1152500.984816776
18,2826791.4122599917
19,3076471.953501282
20,2077341.544617248
21,3511146.000651116
22,3095454.913309011
23,7147991.85334422
24,4016422.316336386
25,4523030.778615541
26,2875457.3443714916
27,1142992.853658549
28,1277351.022754478
29,7520516.578193473
30,467332.71003210393
31,6392572.915482072
32,2858656.8526605736
33,167156.51263262634
34,3764386.5118514067
35,3921157.60171559
36,4521439.884514468
37,759878.5948013936
38,4521439.884514468
39,6394078.498429759
40,2318616.3225947665
41,5519436.882069268
42,2084136.2798555219
43,8947492.595442
44,7186440.495520891
45,6497100.637470923
46,18403027.57845492
47,41989277.12998634
48,3559188.1742454553
49,4266416.666481681
50,8925446.701650035
51,3870870.823957982
52,2874878.008742661
53,5702022.523086505
54,3069637.9451778894
55,1288173.0794146524
56,638037.0243146567
57,6116310.955380879
58,3069100.8915256383
59,1187839.4061872594
60,5594481.74491224
61,3176934.917177641
62,2443256.1576504316
63,10016982.619338712
64,3577349.747662517
65,3176934.917177641
66,8327969.49402271
67,5104092.42180281
68,2838449.0957238013
69,4485759.537447494
70,15401301.250239817
71,2940386.3098110594
72,3918707.5247346847
73,3315442.471692605
74,5429672.438666119
75,3381416.5544231483
76,1445097.375703952
77,5329513.738566748
78,2845735.1815921846
79,12573874.230712809
80,12041351.220657252
81,7503490.967224417
82,2131114.1447241693
83,2861366.2585271434
84,8344099.393889029
85,10758376.929020839
86,3716474.8236428597
87,3257987.5860158135
88,1779553.0681865057
89,10237076.742705371
90,2630118.227872305
91,26326956.569865305
92,4861881.234709948
93,4260331.677999366
94,13254661.155252043
95,2939523.5352234095
96,1118075.1933164902
97,1903220.0876311725
98,955193.3078447998
99,51337973.09752305
100,2010971.5739194397
101,16220085.701376507
102,2811438.6873078714
103,13700937.033766517
104,3111377.3170924284
105,8245078.783293431
106,4024207.646858603
107,20325872.855654426
108,4238274.489249226
109,4077492.82037968
110,10593871.191632695
111,7870019.438091439
112,405244.57224680885
113,1143290.419672153
