id,target
0,13218105.35502061
1,5209168.058182887
2,6354275.326172543
3,1315247.8779633779
4,2958212.045392964
5,5409909.63997836
6,2088690.0531193158
7,6753893.16361171
8,19842131.72914873
9,3136444.529068935
10,27696806.856011078
11,8888635.838976316
12,3621198.5421517645
13,3468156.4936920726
14,2448286.9728198918
15,2671292.9345153766
16,2351263.587066242
17,964296.5512314361
18,2857632.786296263
19,3043100.0314473445
20,2255673.9768899097
21,3589666.21785643
22,3043100.0314473445
23,5851210.184542303
24,3649851.516944578
25,3953809.390554127
26,2239770.2010844713
27,1065272.6819844148
28,1409864.606807495
29,2449370.3181929872
30,83189.26744878614
31,7253867.759806834
32,3112980.961605682
33,410279.8337472356
34,3732018.0409011953
35,4162748.0371880606
36,4119323.593390052
37,784654.171980457
38,4212281.433622681
39,6950768.324720961
40,2477149.5496131945
41,8090484.175606077
42,2147317.852174099
43,8880617.62975049
44,7054192.481931805
45,5892202.666082623
46,18290327.663001813
47,53400726.49162314
48,3107503.211123214
49,3559787.217382574
50,8013891.973564599
51,3473823.63506562
52,2735651.3524071067
53,5119294.133286952
54,2687067.7750800406
55,1205291.8767358721
56,246299.01375366148
57,6765376.103804061
58,2707891.599459496
59,1051030.8278510838
60,5093429.317737939
61,3466218.5975647788
62,2683200.7302126586
63,9780092.660413677
64,3804727.293298113
65,3497179.2102412977
66,7229624.57767412
67,3630757.076748211
68,2522191.5945089757
69,4675002.326304363
70,16175071.311589083
71,3124217.478497643
72,3794409.2451958875
73,3188307.578239791
74,5110480.107954301
75,3718481.856767825
76,1684274.7182099922
77,5258007.851350178
78,2602658.9936353154
79,17083267.164156634
80,15438800.075534293
81,8662716.980347332
82,2930446.159428421
83,3054581.5765485805
84,6993539.944090522
85,11045486.13734308
86,3584048.9869158366
87,3148107.4572869637
88,3045197.240908039
89,10523179.9896759
90,2800480.068941682
91,24543041.02447094
92,10221408.671412954
93,4434419.136443965
94,13261894.095745003
95,2894847.8162942654
96,752726.0622838541
97,2077812.3008826934
98,2784288.905719509
99,49977696.81548603
100,3690717.7756148996
101,18035497.24573382
102,2483842.2813125886
103,26606899.57781159
104,3460844.4619369786
105,6912005.619449196
106,4057187.920129197
107,19624209.179165814
108,3991552.348116487
109,3690859.010795211
110,11519863.936853971
111,7558446.088054942
112,348681.020860801
113,2048372.9392528615
114,7182311.103999486
115,2900763.2880231114
116,3371846.0376893682
117,11230857.663018676
118,12366675.250176437
119,1115957.3615583633
120,3007365.9217388737
121,6082536.223341648
122,2237442.2813125886
123,2437507.7702861517
124,3015500.639717942
125,13661719.456297714
126,3083627.6397510744
127,2701654.586942276
128,2358781.720650935
129,3617369.1928147776
130,8127051.55379223
131,4567900.89060569
132,3094542.014742643
133,68652140.26467012
134,18787085.85891518
135,1918182.7223009001
136,17262777.213078152
137,1953792.7259940952
138,3589666.21785643
139,18993122.19002038
140,4049544.353427752
141,52174333.094166964
142,19538020.34263231
143,19053776.053289384
144,11057341.731869152
145,3741153.506212904
146,1610236.0306256071
147,6504474.342658558
148,2210756.7304339437
149,3214514.7247084803
150,1067951.4395956567
151,3597371.661197228
152,2176476.0593979913
153,11239303.635859862
154,33984935.27483238
155,13420565.144374812
156,2273935.2670813175
157,4196368.573954271
158,2445992.48536628
159,3196107.132590195
160,1797552.7533976394
161,4807263.709440772
162,10257543.204916723
163,26422849.30801493
164,12012451.672823649
165,4534332.582972096
166,2162044.8773285095
167,2433304.638617323
168,2734481.5765485796
169,5958162.209911652
170,5692415.578995573
171,7764993.546199209
172,4703943.644250084
173,3468643.4712126614
174,7826061.054623552
175,1468557.669825717
176,7054192.481931805
177,22486407.46426956
178,4395897.913776636
179,1295719.5997069357
180,4785722.379984914
181,6392354.183870492
